Date,Retail_Category,Sales_Amount,Profit_Margin,Inventory_Turnover,Cost_of_Goods_Sold,Quarter,Year
2023-06-04,Food,44890,31.878340465528797,11.723932371243876,30579.81296502412,2023Q2,2023
2023-06-04,Clothing,8033,17.27512309146435,1.433656008912391,6645.289362062669,2023Q2,2023
2023-06-04,Electronics,26094,10.260532787162784,2.864516381047573,23416.616574517742,2023Q2,2023
2023-06-05,Food,39744,10.26234102849861,11.003120244086835,35665.33518163351,2023Q2,2023
2023-06-05,Clothing,7589,18.764475616520116,6.7130903615355715,6164.963945462288,2023Q2,2023
2023-06-05,Electronics,9846,7.469556567969474,4.008112326531971,9110.547460317726,2023Q2,2023
2023-06-06,Food,44242,15.667266301873092,7.8854815643705924,37310.48804272531,2023Q2,2023
2023-06-06,Clothing,26346,15.37641742041157,1.3398391217702676,22294.929066418368,2023Q2,2023
2023-06-06,Electronics,18055,2.8730465325231833,2.9378984446689946,17536.27144855294,2023Q2,2023
2023-06-07,Food,27847,28.80321748858928,11.10261896032456,19826.168025952546,2023Q2,2023
2023-06-07,Clothing,34198,8.347093820186622,3.7586732029376675,31343.460855372577,2023Q2,2023
2023-06-07,Electronics,43350,11.408007414874055,1.977101266859719,38404.628785652094,2023Q2,2023
2023-06-08,Food,41016,11.702725618088063,4.572656131136096,36216.010060485,2023Q2,2023
2023-06-08,Clothing,20065,12.923976975194313,3.7832418506716587,17471.804019927262,2023Q2,2023
2023-06-08,Electronics,11282,5.958395952933533,3.978540500330507,10609.773768590037,2023Q2,2023
2023-06-09,Food,7298,25.12723796351346,4.5946325744401175,5464.214173422788,2023Q2,2023
2023-06-09,Clothing,44114,13.131703188399449,1.3219224190120595,38321.08045546947,2023Q2,2023
2023-06-09,Electronics,8059,15.197660279793656,3.6721945343792424,6834.220558051429,2023Q2,2023
2023-06-10,Food,37392,23.085034273050205,4.654339940536634,28760.04398462107,2023Q2,2023
2023-06-10,Clothing,13570,11.354737850739042,4.826913766284552,12029.162073654712,2023Q2,2023
2023-06-10,Electronics,27978,4.2873740416120345,3.494944798864025,26778.478490637786,2023Q2,2023
2023-06-11,Food,26104,19.667676426099444,2.9859269533937773,20969.949745731003,2023Q2,2023
2023-06-11,Clothing,37633,13.699026600949916,4.003106852804686,32477.645319264517,2023Q2,2023
2023-06-11,Electronics,10595,6.3299199150975465,1.3572351892797208,9924.344984995414,2023Q2,2023
2023-06-12,Food,38538,22.642418594534348,3.0893934610872655,29812.06472203835,2023Q2,2023
2023-06-12,Clothing,18440,14.405940873591,4.218606544158658,15783.544502909821,2023Q2,2023
2023-06-12,Electronics,7977,17.3566563264776,0.7899099087597261,6592.459524836881,2023Q2,2023
2023-06-13,Food,3562,29.445281111461263,10.31222155884005,2513.1590868097496,2023Q2,2023
2023-06-13,Clothing,36081,14.201591886008528,4.944318652279082,30956.923631609265,2023Q2,2023
2023-06-13,Electronics,32220,7.286263578649864,2.8979369959566363,29872.365874959014,2023Q2,2023
2023-06-14,Food,40099,17.41531205392733,3.233281537151446,33115.63401949568,2023Q2,2023
2023-06-14,Clothing,33588,7.158055033834536,1.9150459199338916,31183.75247523566,2023Q2,2023
2023-06-14,Electronics,31563,12.888930588465621,1.2476919241007034,27494.866838362595,2023Q2,2023
2023-06-15,Food,38130,34.737633334608056,9.000985364790775,24884.540409513946,2023Q2,2023
2023-06-15,Clothing,27526,5.7985408486683765,6.582700151327319,25929.893645995544,2023Q2,2023
2023-06-15,Electronics,28781,12.758237004779271,1.2625031181774578,25109.05180765448,2023Q2,2023
2023-06-16,Food,20110,18.27866222910374,9.7767299611242,16434.161025727237,2023Q2,2023
2023-06-16,Clothing,32451,16.100539672434966,4.5617907639231925,27226.21387089813,2023Q2,2023
2023-06-16,Electronics,8735,4.833316086356637,0.9838543374953381,8312.809839856747,2023Q2,2023
2023-06-17,Food,42782,34.19506844121212,7.723709694461783,28152.665819480633,2023Q2,2023
2023-06-17,Clothing,40179,10.361183635523997,3.480253351065288,36015.98002708281,2023Q2,2023
2023-06-17,Electronics,4840,4.712065469856938,0.7988020203875253,4611.936031258924,2023Q2,2023
2023-06-18,Food,26925,29.937851132412142,8.936685149245871,18864.23358259803,2023Q2,2023
2023-06-18,Clothing,36306,6.910196193132756,3.125521534309676,33797.184170121225,2023Q2,2023
2023-06-18,Electronics,6183,3.1637591644586944,1.6943431716278723,5987.384770861519,2023Q2,2023
2023-06-19,Food,36052,26.18644851863865,10.51567291787929,26611.261580060393,2023Q2,2023
2023-06-19,Clothing,10690,9.091398750871601,6.270982537995067,9718.129473531826,2023Q2,2023
2023-06-19,Electronics,16392,5.594518362268267,2.157397062776968,15474.946550056986,2023Q2,2023
2023-06-20,Food,22542,28.4920724440777,8.316619774091787,16119.317029656006,2023Q2,2023
2023-06-20,Clothing,41937,8.31114946068284,5.900715659849703,38451.55325067344,2023Q2,2023
2023-06-20,Electronics,29879,8.720176068730606,2.855603076154506,27273.49859242398,2023Q2,2023
2023-06-21,Food,4462,23.04710820394858,3.145746348284335,3433.6380319398145,2023Q2,2023
2023-06-21,Clothing,6796,21.272348379826987,6.362800709992102,5350.331204106958,2023Q2,2023
2023-06-21,Electronics,34394,8.653097088294578,2.7394948187132853,31417.85378745196,2023Q2,2023
2023-06-22,Food,17497,22.990291895075185,11.966999933586882,13474.388627118695,2023Q2,2023
2023-06-22,Clothing,40939,15.757644381245617,5.659736258512776,34487.97796676186,2023Q2,2023
2023-06-22,Electronics,10376,4.1281567825172605,1.2190733771598072,9947.66245224601,2023Q2,2023
2023-06-23,Food,38354,24.29473289839951,6.623495672769089,29035.998144147852,2023Q2,2023
2023-06-23,Clothing,30256,21.85605718906557,2.408229262049404,23643.23133687632,2023Q2,2023
2023-06-23,Electronics,6258,6.845278223659876,3.45043053095661,5829.622488763364,2023Q2,2023
2023-06-24,Food,39282,24.725502274522785,11.417315726287036,29569.328196521958,2023Q2,2023
2023-06-24,Clothing,5229,14.785088286881393,2.136455437572592,4455.887733478972,2023Q2,2023
2023-06-24,Electronics,32834,10.855548419357598,2.8241190610524227,29269.689231988126,2023Q2,2023
2023-06-25,Food,39853,11.728839192962532,10.361238045538897,35178.705716428645,2023Q2,2023
2023-06-25,Clothing,38798,11.032141544233765,5.725233361506675,34517.74972366818,2023Q2,2023
2023-06-25,Electronics,20271,13.18943146004229,1.889187908994534,17597.37034873483,2023Q2,2023
2023-06-26,Food,5840,24.18477360390183,10.064314289835679,4427.609221532133,2023Q2,2023
2023-06-26,Clothing,41525,13.72397639879461,1.9569264458971507,35826.11880040054,2023Q2,2023
2023-06-26,Electronics,12940,4.130914010680375,1.6191987697529968,12405.45972701796,2023Q2,2023
2023-06-27,Food,8272,11.523218043018,9.09316543400455,7318.799403481551,2023Q2,2023
2023-06-27,Clothing,31732,10.423766263648076,3.6099815657599823,28424.330489219195,2023Q2,2023
2023-06-27,Electronics,41432,13.753732811368561,0.6933904345548856,35733.55342159378,2023Q2,2023
2023-06-28,Food,19561,12.616899263388333,3.7216666166252486,17093.00833508861,2023Q2,2023
2023-06-28,Clothing,2878,6.035332862691386,1.379399112082683,2704.3031202117418,2023Q2,2023
2023-06-28,Electronics,43724,7.786353517456712,1.0889638620121058,40319.49478802723,2023Q2,2023
2023-06-29,Food,23999,16.888414178521277,7.197950688643875,19945.94948129668,2023Q2,2023
2023-06-29,Clothing,29273,14.81099040059441,6.365819041678686,24937.378780033996,2023Q2,2023
2023-06-29,Electronics,27837,12.031494952459465,3.7527400409856893,24487.79275008386,2023Q2,2023
2023-06-30,Food,8849,32.826036672246396,7.93516815536096,5944.224014872916,2023Q2,2023
2023-06-30,Clothing,38844,9.56955945551337,2.3521385460049533,35126.80032510039,2023Q2,2023
2023-06-30,Electronics,2962,8.15572122411912,2.300381204225285,2720.4275373415917,2023Q2,2023
2023-07-01,Food,42504,24.699790736595816,6.5517475987976805,32005.600945317314,2023Q3,2023
2023-07-01,Clothing,15675,19.13619336774031,2.2284940086988483,12675.401689606708,2023Q3,2023
2023-07-01,Electronics,16122,4.749271365722535,2.6205022423573445,15356.322470418212,2023Q3,2023
2023-07-02,Food,24783,24.474441163853626,2.638785472534387,18717.499246362157,2023Q3,2023
2023-07-02,Clothing,38744,18.801724108176455,1.2804003882945887,31459.460011528114,2023Q3,2023
2023-07-02,Electronics,2691,12.702024496650965,3.7147575433908826,2349.1885207951227,2023Q3,2023
2023-07-03,Food,29356,10.503446223732245,3.960945202375554,26272.60832656116,2023Q3,2023
2023-07-03,Clothing,9487,17.01926000263404,5.042893922884954,7872.382803550108,2023Q3,2023
2023-07-03,Electronics,40490,12.608435259570358,3.248359757532986,35384.84456339996,2023Q3,2023
2023-07-04,Food,36840,10.473635084358865,9.491220558743894,32981.51283492219,2023Q3,2023
2023-07-04,Clothing,23098,7.259776726035705,4.903234951834985,21421.136771820275,2023Q3,2023
2023-07-04,Electronics,9033,2.913874613927092,1.1367559641536094,8769.789706123966,2023Q3,2023
2023-07-05,Food,39998,32.580590683617686,2.7338708464917665,26966.415338366598,2023Q3,2023
2023-07-05,Clothing,14440,16.47318445192063,2.586585027635172,12061.272165142662,2023Q3,2023
2023-07-05,Electronics,26148,14.160088719393576,1.8191322971423705,22445.420001652965,2023Q3,2023
2023-07-06,Food,34067,33.292449342029215,8.393526895175349,22725.261282650907,2023Q3,2023
2023-07-06,Clothing,15298,6.4233239433709235,3.4384491634341785,14315.359903143115,2023Q3,2023
2023-07-06,Electronics,1678,16.18061146329148,1.1903475679267723,1406.4893396459688,2023Q3,2023
2023-07-07,Food,2298,34.140974381670006,6.238775693009998,1513.4404087092232,2023Q3,2023
2023-07-07,Clothing,38856,16.419050607149032,5.429996842767796,32476.21369608617,2023Q3,2023
2023-07-07,Electronics,12610,12.112307334758983,3.431833911444084,11082.638045086891,2023Q3,2023
2023-07-08,Food,13470,17.804743414228234,6.560932017583546,11071.701062103455,2023Q3,2023
2023-07-08,Clothing,4433,10.325530101870376,4.889196838042909,3975.2692505840864,2023Q3,2023
2023-07-08,Electronics,27926,2.10903516640205,2.6412880217631405,27337.030839430565,2023Q3,2023
2023-07-09,Food,21273,29.584680499895953,11.137900597151427,14979.450917257134,2023Q3,2023
2023-07-09,Clothing,36639,18.515986299304227,3.0776387885404572,29854.927779797927,2023Q3,2023
2023-07-09,Electronics,40594,4.290581724979088,3.165092974376219,38852.28125456199,2023Q3,2023
2023-07-10,Food,32686,29.69925333977329,11.08085699840374,22978.502053361703,2023Q3,2023
2023-07-10,Clothing,22993,6.853231465895789,2.641530961379071,21417.23648904658,2023Q3,2023
2023-07-10,Electronics,11447,11.599485732177058,2.494022774803681,10119.206868237692,2023Q3,2023
2023-07-11,Food,43756,17.56165793653674,10.657632151823453,36071.72095328898,2023Q3,2023
2023-07-11,Clothing,33398,18.346422173075872,2.787451054534552,27270.66192263612,2023Q3,2023
2023-07-11,Electronics,18797,17.120385033289097,3.2619078671919124,15578.881225292647,2023Q3,2023
2023-07-12,Food,2962,22.51448293577078,8.63438791183501,2295.1210154424693,2023Q3,2023
2023-07-12,Clothing,16974,10.202801825889116,1.569371651514597,15242.17641807358,2023Q3,2023
2023-07-12,Electronics,14886,15.782688737528277,1.135470127590724,12536.58895453154,2023Q3,2023
2023-07-13,Food,42037,12.106384435449282,8.98519974791989,36947.83917487018,2023Q3,2023
2023-07-13,Clothing,41657,21.04076044859801,6.253259438912185,32892.050419927524,2023Q3,2023
2023-07-13,Electronics,33979,14.53144727450686,3.7326551281927443,29041.359530595313,2023Q3,2023
2023-07-14,Food,27720,27.626022658839815,9.548788430382867,20062.0665189696,2023Q3,2023
2023-07-14,Clothing,19219,15.996232891748473,4.824882540581004,16144.68400053486,2023Q3,2023
2023-07-14,Electronics,21713,6.914330369667384,3.9527503818132983,20211.69144683412,2023Q3,2023
2023-07-15,Food,1963,31.227450498966903,6.14227284005346,1350.0051467052797,2023Q3,2023
2023-07-15,Clothing,21508,18.94938636734722,5.124538881955115,17432.36598011096,2023Q3,2023
2023-07-15,Electronics,10381,8.428690161750792,2.853529088894599,9506.01767430865,2023Q3,2023
2023-07-16,Food,18266,21.93000198544903,10.034098769521231,14260.26583733788,2023Q3,2023
2023-07-16,Clothing,44043,19.102566166611844,5.31445516658144,35629.656783239145,2023Q3,2023
2023-07-16,Electronics,39833,8.435579757553798,2.428280533976485,36472.85551517359,2023Q3,2023
2023-07-17,Food,35659,27.425604150107485,5.94833698383678,25879.303816113174,2023Q3,2023
2023-07-17,Clothing,31980,10.172111685062326,2.0076316986458353,28726.958683117067,2023Q3,2023
2023-07-17,Electronics,40237,8.524448550498603,4.056883411644552,36807.01763673587,2023Q3,2023
2023-07-18,Food,6954,11.772898987199481,5.8230625871721235,6135.312604430148,2023Q3,2023
2023-07-18,Clothing,38925,15.733391619937404,2.76924368763035,32800.77731193936,2023Q3,2023
2023-07-18,Electronics,22681,17.072931511817526,1.7632625715130787,18808.688403804666,2023Q3,2023
2023-07-19,Food,35251,34.43974900862607,8.034972137383473,23110.644076969224,2023Q3,2023
2023-07-19,Clothing,27355,5.1821600608211025,4.356692554688455,25937.420115362387,2023Q3,2023
2023-07-19,Electronics,43484,2.8985921584530097,1.59699246580191,42223.576185818296,2023Q3,2023
2023-07-20,Food,28457,18.602290446236054,7.445166454396155,23163.346207714607,2023Q3,2023
2023-07-20,Clothing,28625,12.8640903007876,1.3929542327822788,24942.65415139955,2023Q3,2023
2023-07-20,Electronics,5275,10.1241254110171,1.1396492194101708,4740.952384568848,2023Q3,2023
2023-07-21,Food,16145,21.850156648711128,6.787032833694587,12617.292209065588,2023Q3,2023
2023-07-21,Clothing,17460,15.121228292666833,3.607844793157925,14819.833540100371,2023Q3,2023
2023-07-21,Electronics,17304,14.561022736742899,1.3632792963886313,14784.360625634008,2023Q3,2023
2023-07-22,Food,9451,31.331061729927935,8.898692492248212,6489.901355904511,2023Q3,2023
2023-07-22,Clothing,10630,12.786486481925765,2.6885538016793555,9270.79648697129,2023Q3,2023
2023-07-22,Electronics,38493,16.893185199841827,3.1771142657945504,31990.306221024886,2023Q3,2023
2023-07-23,Food,43321,24.901252894023752,11.959477294487568,32533.528233779973,2023Q3,2023
2023-07-23,Clothing,24352,9.413255823044134,1.2095337912522082,22059.683941972293,2023Q3,2023
2023-07-23,Electronics,29312,5.267873701894862,2.2329110589779684,27767.880860500576,2023Q3,2023
2023-07-24,Food,25926,32.875038443688176,10.516854406693826,17402.817533089405,2023Q3,2023
2023-07-24,Clothing,36989,7.8528481259824865,1.898108742017919,34084.31000668034,2023Q3,2023
2023-07-24,Electronics,37193,16.019079652312897,3.4188599424239325,31235.023704915264,2023Q3,2023
2023-07-25,Food,40508,27.639067791242276,5.423176727203517,29311.96641912358,2023Q3,2023
2023-07-25,Clothing,11864,10.930142426796714,3.373984561229986,10567.247902484838,2023Q3,2023
2023-07-25,Electronics,35835,13.37601539119698,1.5145479629289655,31041.704884564562,2023Q3,2023
2023-07-26,Food,21394,10.88975577016191,11.94613787551429,19064.24565053156,2023Q3,2023
2023-07-26,Clothing,7083,8.954822852575175,5.55151260570643,6448.7298973521,2023Q3,2023
2023-07-26,Electronics,6067,2.6233255415754275,2.1280624890069695,5907.842839392619,2023Q3,2023
2023-07-27,Food,14829,21.30506197758847,9.521368508933055,11669.672359343405,2023Q3,2023
2023-07-27,Clothing,26246,16.48497515064646,4.151585606405305,21919.35342196133,2023Q3,2023
2023-07-27,Electronics,24685,15.856570800732102,0.6386517124154992,20770.80549783928,2023Q3,2023
2023-07-28,Food,4309,23.3741668352361,2.8581283866911016,3301.8071510696764,2023Q3,2023
2023-07-28,Clothing,36386,13.214945289882396,6.923996483252125,31577.61000682339,2023Q3,2023
2023-07-28,Electronics,31491,6.471124917102442,3.651750563083145,29453.17805235527,2023Q3,2023
2023-07-29,Food,40905,19.966062355326596,10.697762738354395,32737.882193553654,2023Q3,2023
2023-07-29,Clothing,3320,17.00832394576993,3.204361598050715,2755.3236450004383,2023Q3,2023
2023-07-29,Electronics,40150,7.214101481852646,4.320764833804534,37253.53825503616,2023Q3,2023
2023-07-30,Food,33939,30.47173176301179,5.704640784034773,23597.19895695143,2023Q3,2023
2023-07-30,Clothing,40371,6.167027324513828,6.952957336495452,37881.30939882052,2023Q3,2023
2023-07-30,Electronics,1740,4.192334560581131,2.696580040201007,1667.0533786458882,2023Q3,2023
2023-07-31,Food,26158,20.703879325752993,3.0835387279684103,20742.27924596953,2023Q3,2023
2023-07-31,Clothing,9495,12.095711299595514,3.3858279060136933,8346.512212103406,2023Q3,2023
2023-07-31,Electronics,21489,17.639940131342293,3.750676018167527,17698.353265175854,2023Q3,2023
2023-08-01,Food,8068,23.426032868549353,10.479978725741262,6177.987668165439,2023Q3,2023
2023-08-01,Clothing,3659,17.051284917146372,6.963947057193399,3035.093484881614,2023Q3,2023
2023-08-01,Electronics,35585,7.126420578243439,1.2407186887623962,33049.06323723207,2023Q3,2023
2023-08-02,Food,19017,32.89518958376681,9.320360563930967,12761.321796855067,2023Q3,2023
2023-08-02,Clothing,36178,7.105382453998897,1.609106698039148,33607.41473579228,2023Q3,2023
2023-08-02,Electronics,25854,14.174175642744155,0.7666844636416104,22189.408629324924,2023Q3,2023
2023-08-03,Food,37025,11.94641299021924,11.57675781866164,32601.84059037133,2023Q3,2023
2023-08-03,Clothing,44011,7.869770098337591,6.152868716422747,40547.43548202064,2023Q3,2023
2023-08-03,Electronics,24565,10.18848730511169,3.6008260597440716,22062.19809349931,2023Q3,2023
2023-08-04,Food,40091,32.730053405162174,10.286436260702626,26969.194289336432,2023Q3,2023
2023-08-04,Clothing,34802,21.67349469204794,4.714371933402634,27259.190377273477,2023Q3,2023
2023-08-04,Electronics,3655,6.623496398736936,2.0705103309066253,3412.911206626165,2023Q3,2023
2023-08-05,Food,44959,28.86342289756151,6.731802832475735,31982.293699485323,2023Q3,2023
2023-08-05,Clothing,36974,16.915901205305985,2.326786711810448,30719.514688350166,2023Q3,2023
2023-08-05,Electronics,16320,15.27714023547656,3.153428859143928,13826.770713570226,2023Q3,2023
